date,label,artist,actual_name,monthly_listeners,url
2025-10-01,SM,WayV,,1059590.0,
2025-10-01,SM,aespa,,11917867.0,
2025-10-01,YG,BABYMONSTER,,6402986.0,
2025-10-01,YG,BLACKPINK,,30707466.0,
2025-10-01,YG,TREASURE,,2572955.0,
2025-10-02,HYBE,&TEAM,,835915.0,
2025-10-02,HYBE,BOYNEXTDOOR,,2370100.0,
2025-10-02,HYBE,BTS,,25234283.0,
2025-10-02,HYBE,CORTIS,,6567809.0,
2025-10-02,HYBE,ENHYPEN,,9845409.0,
2025-10-02,HYBE,ILLIT,,10913733.0,
2025-10-02,HYBE,KATSEYE,,32093242.0,
2025-10-02,HYBE,LE SSERAFIM,,13196231.0,
2025-10-02,HYBE,NewJeans,,13672496.0,
2025-10-02,HYBE,SEVENTEEN,,5989808.0,
2025-10-02,HYBE,TXT,,7129128.0,
2025-10-02,JYP,DAY6,,2628349.0,
2025-10-02,JYP,KickFlip,,540056.0,
2025-10-02,JYP,NEXZ,,260189.0,
2025-10-02,JYP,NMIXX,,2619359.0,
2025-10-02,JYP,Stray Kids,,12125195.0,
2025-10-02,JYP,TWICE,,25169782.0,
2025-10-02,JYP,girlset,,238382.0,
2025-10-02,SM,EXO,,4440367.0,
2025-10-02,SM,Hearts2Hearts,,3360568.0,
2025-10-02,SM,NCT 127,,2585313.0,
2025-10-02,SM,NCT DREAM,,2414543.0,
2025-10-02,SM,NCT WISH,,1428710.0,
2025-10-02,SM,Red Velvet,,4754311.0,
2025-10-02,SM,SHINee,,2348403.0,
2025-10-02,SM,WayV,,1055544.0,
2025-10-02,SM,aespa,,11954312.0,
2025-10-02,YG,BABYMONSTER,,6356924.0,
2025-10-02,YG,BLACKPINK,,30591489.0,
2025-10-02,YG,TREASURE,,2572121.0,
2025-10-03,HYBE,&TEAM,,837133.0,
2025-10-03,HYBE,BOYNEXTDOOR,,2361925.0,
2025-10-03,HYBE,BTS,,25272559.0,
2025-10-03,HYBE,CORTIS,,6698535.0,
2025-10-03,HYBE,ENHYPEN,,9842180.0,
2025-10-03,HYBE,ILLIT,,10917414.0,
2025-10-03,HYBE,KATSEYE,,32204226.0,
2025-10-03,HYBE,LE SSERAFIM,,13203336.0,
2025-10-03,HYBE,NewJeans,,13707268.0,
2025-10-03,HYBE,SEVENTEEN,,5997569.0,
2025-10-03,HYBE,TXT,,7117252.0,
2025-10-03,JYP,DAY6,,2639999.0,
2025-10-03,JYP,KickFlip,,555670.0,
2025-10-03,JYP,NEXZ,,258571.0,
2025-10-03,JYP,NMIXX,,2606178.0,
2025-10-03,JYP,Stray Kids,,12066551.0,
2025-10-03,JYP,TWICE,,25119852.0,
2025-10-03,JYP,girlset,,229153.0,
2025-10-03,SM,EXO,,4448559.0,
2025-10-03,SM,Hearts2Hearts,,3373201.0,
2025-10-03,SM,NCT 127,,2586240.0,
2025-10-03,SM,NCT DREAM,,2429536.0,
2025-10-03,SM,NCT WISH,,1399066.0,
2025-10-03,SM,Red Velvet,,4761815.0,
2025-10-03,SM,SHINee,,2360010.0,
2025-10-03,SM,WayV,,1053433.0,
2025-10-03,SM,aespa,,11993149.0,
2025-10-03,YG,BABYMONSTER,,6333896.0,
2025-10-03,YG,BLACKPINK,,30494122.0,
2025-10-03,YG,TREASURE,,2573598.0,
2025-10-04,HYBE,&TEAM,,838352.0,
2025-10-04,HYBE,BOYNEXTDOOR,,2353751.0,
2025-10-04,HYBE,BTS,,25310835.0,
2025-10-04,HYBE,CORTIS,,6829261.0,
2025-10-04,HYBE,ENHYPEN,,9838952.0,
2025-10-04,HYBE,ILLIT,,10921096.0,
2025-10-04,HYBE,KATSEYE,,32315211.0,
2025-10-04,HYBE,LE SSERAFIM,,13210442.0,
2025-10-04,HYBE,NewJeans,,13742040.0,
2025-10-04,HYBE,SEVENTEEN,,6005331.0,
2025-10-04,HYBE,TXT,,7105376.0,
2025-10-04,JYP,DAY6,,2651649.0,
2025-10-04,JYP,KickFlip,,571284.0,
2025-10-04,JYP,NEXZ,,256953.0,
2025-10-04,JYP,NMIXX,,2592998.0,
2025-10-04,JYP,Stray Kids,,12007908.0,
2025-10-04,JYP,TWICE,,25069922.0,
2025-10-04,JYP,girlset,,219924.0,
2025-10-04,SM,EXO,,4456752.0,
2025-10-04,SM,Hearts2Hearts,,3385835.0,
2025-10-04,SM,NCT 127,,2587167.0,
2025-10-04,SM,NCT DREAM,,2444530.0,
2025-10-04,SM,NCT WISH,,1369423.0,
2025-10-04,SM,Red Velvet,,4769319.0,
2025-10-04,SM,SHINee,,2371618.0,
2025-10-04,SM,WayV,,1051322.0,
2025-10-04,SM,aespa,,12031987.0,
2025-10-04,YG,BABYMONSTER,,6310868.0,
2025-10-04,YG,BLACKPINK,,30396755.0,
2025-10-04,YG,TREASURE,,2575075.0,
2025-10-05,HYBE,&TEAM,,840097.0,
2025-10-05,HYBE,BOYNEXTDOOR,,2369907.0,
2025-10-05,HYBE,BTS,,25329940.0,
2025-10-05,HYBE,CORTIS,,6962355.0,
2025-10-05,HYBE,ENHYPEN,,9830713.0,
2025-10-05,HYBE,ILLIT,,10894612.0,
2025-10-05,HYBE,KATSEYE,,32433474.0,
2025-10-05,HYBE,LE SSERAFIM,,13216085.0,
2025-10-05,HYBE,NewJeans,,13762582.0,
2025-10-05,HYBE,SEVENTEEN,,5997731.0,
2025-10-05,HYBE,TXT,,7095680.0,
2025-10-05,JYP,DAY6,,2650117.0,
2025-10-05,JYP,KickFlip,,584342.0,
2025-10-05,JYP,NEXZ,,256679.0,
2025-10-05,JYP,NMIXX,,2582943.0,
2025-10-05,JYP,Stray Kids,,11942471.0,
2025-10-05,JYP,TWICE,,25008371.0,
2025-10-05,JYP,girlset,,210532.0,
2025-10-05,SM,EXO,,4462692.0,
2025-10-05,SM,Hearts2Hearts,,3388201.0,
2025-10-05,SM,NCT 127,,2584188.0,
2025-10-05,SM,NCT DREAM,,2452832.0,
2025-10-05,SM,NCT WISH,,1332436.0,
2025-10-05,SM,Red Velvet,,4767830.0,
2025-10-05,SM,SHINee,,2380072.0,
2025-10-05,SM,WayV,,1048343.0,
2025-10-05,SM,aespa,,11984026.0,
2025-10-05,YG,BABYMONSTER,,6281566.0,
2025-10-05,YG,BLACKPINK,,30312997.0,
2025-10-05,YG,TREASURE,,2559983.0,
2025-10-06,BP,ROSE,,33261478.0,
2025-10-06,HYBE,&TEAM,,840826.0,
2025-10-06,HYBE,BOYNEXTDOOR,,2374089.0,
2025-10-06,HYBE,BTS,,25341818.0,
2025-10-06,HYBE,CORTIS,,7100319.0,
2025-10-06,HYBE,ENHYPEN,,9842449.0,
2025-10-06,HYBE,ILLIT,,10885936.0,
2025-10-06,HYBE,Jungkook,,16420556.0,
2025-10-06,HYBE,KATSEYE,,32543315.0,
2025-10-06,HYBE,LE SSERAFIM,,13215328.0,
2025-10-06,HYBE,NewJeans,,13779731.0,
2025-10-06,HYBE,SEVENTEEN,,5999316.0,
2025-10-06,HYBE,TXT,,7085812.0,
2025-10-06,JYP,DAY6,,2654381.0,
2025-10-06,JYP,KickFlip,,592996.0,
2025-10-06,JYP,NEXZ,,257348.0,
2025-10-06,JYP,NMIXX,,2579541.0,
2025-10-06,JYP,Stray Kids,,11881686.0,
2025-10-06,JYP,TWICE,,24959426.0,
2025-10-06,JYP,girlset,,203743.0,
2025-10-06,SM,EXO,,4469078.0,
2025-10-06,SM,Hearts2Hearts,,3395008.0,
2025-10-06,SM,NCT 127,,2579661.0,
2025-10-06,SM,NCT DREAM,,2454811.0,
2025-10-06,SM,NCT WISH,,1307018.0,
2025-10-06,SM,RIIZE,,2209560.0,
2025-10-06,SM,Red Velvet,,4771672.0,
2025-10-06,SM,SHINee,,2388631.0,
2025-10-06,SM,WayV,,1047058.0,
2025-10-06,SM,aespa,,11967712.0,
2025-10-06,YG,BABYMONSTER,,6260432.0,
2025-10-06,YG,BLACKPINK,,30143404.0,
2025-10-06,YG,TREASURE,,2559549.0,
2025-10-07,HYBE,&TEAM,,840505.0,
2025-10-07,HYBE,BOYNEXTDOOR,,2374234.0,
2025-10-07,HYBE,BTS,,25317788.0,
2025-10-07,HYBE,CORTIS,,7245202.0,
2025-10-07,HYBE,ENHYPEN,,9837747.0,
2025-10-07,HYBE,ILLIT,,10885322.0,
2025-10-07,HYBE,KATSEYE,,32652250.0,
2025-10-07,HYBE,LE SSERAFIM,,13206266.0,
2025-10-07,HYBE,NewJeans,,13822308.0,
2025-10-07,HYBE,SEVENTEEN,,5994362.0,
2025-10-07,HYBE,TXT,,7072735.0,
2025-10-07,JYP,DAY6,,2656194.0,
2025-10-07,JYP,KickFlip,,602154.0,
2025-10-07,JYP,NEXZ,,257343.0,
2025-10-07,JYP,NMIXX,,2572269.0,
2025-10-07,JYP,Stray Kids,,11817671.0,
2025-10-07,JYP,TWICE,,24917613.0,
2025-10-07,JYP,girlset,,197833.0,
2025-10-07,SM,EXO,,4473865.0,
2025-10-07,SM,Hearts2Hearts,,3400409.0,
2025-10-07,SM,NCT 127,,2574207.0,
2025-10-07,SM,NCT DREAM,,2455410.0,
2025-10-07,SM,NCT WISH,,1281366.0,
2025-10-07,SM,Red Velvet,,4774258.0,
2025-10-07,SM,SHINee,,2397609.0,
2025-10-07,SM,WayV,,1045704.0,
2025-10-07,SM,aespa,,11964210.0,
2025-10-07,YG,BABYMONSTER,,6238617.0,
2025-10-07,YG,BLACKPINK,,29992174.0,
2025-10-07,YG,TREASURE,,2558106.0,
2025-10-08,HYBE,&TEAM,,840910.0,
2025-10-08,HYBE,BOYNEXTDOOR,,2381361.0,
2025-10-08,HYBE,BTS,,25317969.0,
2025-10-08,HYBE,CORTIS,,7337422.0,
2025-10-08,HYBE,ENHYPEN,,9835909.0,
2025-10-08,HYBE,ILLIT,,10870174.0,
2025-10-08,HYBE,KATSEYE,,32727147.0,
2025-10-08,HYBE,LE SSERAFIM,,13198744.0,
2025-10-08,HYBE,NewJeans,,13838839.0,
2025-10-08,HYBE,SEVENTEEN,,5992868.0,
2025-10-08,HYBE,TXT,,7060758.0,
2025-10-08,JYP,DAY6,,2652129.0,
2025-10-08,JYP,KickFlip,,609896.0,
2025-10-08,JYP,NEXZ,,257752.0,
2025-10-08,JYP,NMIXX,,2566088.0,
2025-10-08,JYP,Stray Kids,,11743351.0,
2025-10-08,JYP,TWICE,,24913932.0,
2025-10-08,JYP,girlset,,192894.0,
2025-10-08,SM,EXO,,4479430.0,
2025-10-08,SM,Hearts2Hearts,,3404798.0,
2025-10-08,SM,NCT 127,,2574047.0,
2025-10-08,SM,NCT DREAM,,2457726.0,
2025-10-08,SM,NCT WISH,,1255153.0,
2025-10-08,SM,Red Velvet,,4781133.0,
2025-10-08,SM,SHINee,,2405169.0,
2025-10-08,SM,WayV,,1044232.0,
2025-10-08,SM,aespa,,11953830.0,
2025-10-08,YG,BABYMONSTER,,6218750.0,
2025-10-08,YG,BLACKPINK,,29826565.0,
2025-10-08,YG,TREASURE,,2554306.0,
2025-10-09,HYBE,&TEAM,,841316.0,
2025-10-09,HYBE,BOYNEXTDOOR,,2388489.0,
2025-10-09,HYBE,BTS,,25318151.0,
2025-10-09,HYBE,CORTIS,,7429642.0,
2025-10-09,HYBE,ENHYPEN,,9834072.0,
2025-10-09,HYBE,ILLIT,,10855027.0,
2025-10-09,HYBE,KATSEYE,,32802044.0,
2025-10-09,HYBE,LE SSERAFIM,,13191223.0,
2025-10-09,HYBE,NewJeans,,13855371.0,
2025-10-09,HYBE,SEVENTEEN,,5991374.0,
2025-10-09,HYBE,TXT,,7048781.0,
2025-10-09,JYP,DAY6,,2648064.0,
2025-10-09,JYP,KickFlip,,617638.0,
2025-10-09,JYP,NEXZ,,258161.0,
2025-10-09,JYP,NMIXX,,2559908.0,
2025-10-09,JYP,Stray Kids,,11669031.0,
2025-10-09,JYP,TWICE,,24910252.0,
2025-10-09,JYP,girlset,,187956.0,
2025-10-09,SM,EXO,,4484996.0,
2025-10-09,SM,Hearts2Hearts,,3409188.0,
2025-10-09,SM,NCT 127,,2573888.0,
2025-10-09,SM,NCT DREAM,,2460043.0,
2025-10-09,SM,NCT WISH,,1228941.0,
2025-10-09,SM,Red Velvet,,4788009.0,
2025-10-09,SM,SHINee,,2412729.0,
2025-10-09,SM,WayV,,1042760.0,
2025-10-09,SM,aespa,,11943450.0,
2025-10-09,YG,BABYMONSTER,,6198883.0,
2025-10-09,YG,BLACKPINK,,29660956.0,
2025-10-09,YG,TREASURE,,2550506.0,
2025-10-10,HYBE,&TEAM,,843479.0,
2025-10-10,HYBE,BOYNEXTDOOR,,2403941.0,
2025-10-10,HYBE,BTS,,25299165.0,
2025-10-10,HYBE,CORTIS,,7507070.0,
2025-10-10,HYBE,ENHYPEN,,9829801.0,
2025-10-10,HYBE,ILLIT,,10851130.0,
2025-10-10,HYBE,KATSEYE,,32854868.0,
2025-10-10,HYBE,LE SSERAFIM,,13197043.0,
2025-10-10,HYBE,NewJeans,,13867422.0,
2025-10-10,HYBE,SEVENTEEN,,5977474.0,
2025-10-10,HYBE,TXT,,7031023.0,
2025-10-10,JYP,DAY6,,2634367.0,
2025-10-10,JYP,KickFlip,,625616.0,
2025-10-10,JYP,NEXZ,,258332.0,
2025-10-10,JYP,NMIXX,,2552216.0,
2025-10-10,JYP,Stray Kids,,11620471.0,
2025-10-10,JYP,TWICE,,24870499.0,
2025-10-10,JYP,girlset,,184814.0,
2025-10-10,SM,EXO,,4484118.0,
2025-10-10,SM,Hearts2Hearts,,3410353.0,
2025-10-10,SM,NCT 127,,2567840.0,
2025-10-10,SM,NCT DREAM,,2460718.0,
2025-10-10,SM,NCT WISH,,1204375.0,
2025-10-10,SM,Red Velvet,,4787715.0,
2025-10-10,SM,SHINee,,2416721.0,
2025-10-10,SM,WayV,,1041064.0,
2025-10-10,SM,aespa,,11883264.0,
2025-10-10,YG,BABYMONSTER,,6180904.0,
2025-10-10,YG,BLACKPINK,,29522088.0,
2025-10-10,YG,TREASURE,,2537752.0,
2025-10-11,HYBE,&TEAM,,846275.0,
2025-10-11,HYBE,BOYNEXTDOOR,,2417840.0,
2025-10-11,HYBE,BTS,,25277865.0,
2025-10-11,HYBE,CORTIS,,7577407.0,
2025-10-11,HYBE,ENHYPEN,,9820441.0,
2025-10-11,HYBE,ILLIT,,10855348.0,
2025-10-11,HYBE,KATSEYE,,32934313.0,
2025-10-11,HYBE,LE SSERAFIM,,13191830.0,
2025-10-11,HYBE,NewJeans,,13892195.0,
2025-10-11,HYBE,SEVENTEEN,,5977696.0,
2025-10-11,HYBE,TXT,,7010630.0,
2025-10-11,JYP,DAY6,,2619904.0,
2025-10-11,JYP,KickFlip,,633698.0,
2025-10-11,JYP,NEXZ,,258738.0,
2025-10-11,JYP,NMIXX,,2544506.0,
2025-10-11,JYP,Stray Kids,,11580477.0,
2025-10-11,JYP,TWICE,,24873126.0,
2025-10-11,JYP,girlset,,178800.0,
2025-10-11,SM,EXO,,4473955.0,
2025-10-11,SM,Hearts2Hearts,,3413677.0,
2025-10-11,SM,NCT 127,,2559179.0,
2025-10-11,SM,NCT DREAM,,2456937.0,
2025-10-11,SM,NCT WISH,,1179567.0,
2025-10-11,SM,Red Velvet,,4793504.0,
2025-10-11,SM,SHINee,,2418092.0,
2025-10-11,SM,WayV,,1037957.0,
2025-10-11,SM,aespa,,11805533.0,
2025-10-11,YG,BABYMONSTER,,6156877.0,
2025-10-11,YG,BLACKPINK,,29384678.0,
2025-10-11,YG,TREASURE,,2518229.0,
2025-10-12,HYBE,&TEAM,,848883.0,
2025-10-12,HYBE,BOYNEXTDOOR,,2418214.0,
2025-10-12,HYBE,BTS,,25327508.0,
2025-10-12,HYBE,CORTIS,,7557116.0,
2025-10-12,HYBE,ENHYPEN,,9824809.0,
2025-10-12,HYBE,ILLIT,,10880956.0,
2025-10-12,HYBE,KATSEYE,,33101358.0,
2025-10-12,HYBE,LE SSERAFIM,,13207832.0,
2025-10-12,HYBE,NewJeans,,13946316.0,
2025-10-12,HYBE,SEVENTEEN,,6118466.0,
2025-10-12,HYBE,TXT,,6993574.0,
2025-10-12,JYP,DAY6,,2607810.0,
2025-10-12,JYP,KickFlip,,641247.0,
2025-10-12,JYP,NEXZ,,259182.0,
2025-10-12,JYP,NMIXX,,2537127.0,
2025-10-12,JYP,Stray Kids,,11547522.0,
2025-10-12,JYP,TWICE,,25008120.0,
2025-10-12,JYP,girlset,,171972.0,
2025-10-12,SM,EXO,,4469929.0,
2025-10-12,SM,Hearts2Hearts,,3422041.0,
2025-10-12,SM,NCT 127,,2552904.0,
2025-10-12,SM,NCT DREAM,,2453734.0,
2025-10-12,SM,NCT WISH,,1153234.0,
2025-10-12,SM,Red Velvet,,4801118.0,
2025-10-12,SM,SHINee,,2420413.0,
2025-10-12,SM,WayV,,1035925.0,
2025-10-12,SM,aespa,,11706904.0,
2025-10-12,YG,BABYMONSTER,,6232977.0,
2025-10-12,YG,BLACKPINK,,29346551.0,
2025-10-12,YG,TREASURE,,2499483.0,
2025-10-13,BP,ROSE,,34464908.0,
2025-10-13,HYBE,&TEAM,,850827.0,
2025-10-13,HYBE,BOYNEXTDOOR,,2418292.0,
2025-10-13,HYBE,BTS,,25289877.0,
2025-10-13,HYBE,CORTIS,,7562759.0,
2025-10-13,HYBE,ENHYPEN,,9815821.0,
2025-10-13,HYBE,ILLIT,,10896450.0,
2025-10-13,HYBE,Jungkook,,16537561.0,
2025-10-13,HYBE,KATSEYE,,33090371.0,
2025-10-13,HYBE,LE SSERAFIM,,13204874.0,
2025-10-13,HYBE,NewJeans,,13968118.0,
2025-10-13,HYBE,SEVENTEEN,,6166878.0,
2025-10-13,HYBE,TXT,,6969228.0,
2025-10-13,JYP,DAY6,,2595164.0,
2025-10-13,JYP,KickFlip,,647935.0,
2025-10-13,JYP,NEXZ,,259445.0,
2025-10-13,JYP,NMIXX,,2524918.0,
2025-10-13,JYP,Stray Kids,,11507120.0,
2025-10-13,JYP,TWICE,,25052181.0,
2025-10-13,JYP,girlset,,164970.0,
2025-10-13,SM,EXO,,4463138.0,
2025-10-13,SM,Hearts2Hearts,,3424085.0,
2025-10-13,SM,NCT 127,,2547392.0,
2025-10-13,SM,NCT DREAM,,2451355.0,
2025-10-13,SM,NCT WISH,,1128570.0,
2025-10-13,SM,RIIZE,,2173789.0,
2025-10-13,SM,Red Velvet,,4804601.0,
2025-10-13,SM,SHINee,,2421797.0,
2025-10-13,SM,WayV,,1034868.0,
2025-10-13,SM,aespa,,11643267.0,
2025-10-13,YG,BABYMONSTER,,6278805.0,
2025-10-13,YG,BLACKPINK,,29215046.0,
2025-10-13,YG,TREASURE,,2475588.0,
2025-10-14,HYBE,&TEAM,,851935.0,
2025-10-14,HYBE,BOYNEXTDOOR,,2419093.0,
2025-10-14,HYBE,BTS,,25266077.0,
2025-10-14,HYBE,CORTIS,,7524074.0,
2025-10-14,HYBE,ENHYPEN,,9811233.0,
2025-10-14,HYBE,ILLIT,,10877273.0,
2025-10-14,HYBE,KATSEYE,,33085398.0,
2025-10-14,HYBE,LE SSERAFIM,,13195310.0,
2025-10-14,HYBE,NewJeans,,13987906.0,
2025-10-14,HYBE,SEVENTEEN,,6196658.0,
2025-10-14,HYBE,TXT,,6947457.0,
2025-10-14,JYP,DAY6,,2583117.0,
2025-10-14,JYP,KickFlip,,654970.0,
2025-10-14,JYP,NEXZ,,259241.0,
2025-10-14,JYP,NMIXX,,2513715.0,
2025-10-14,JYP,Stray Kids,,11463157.0,
2025-10-14,JYP,TWICE,,25080689.0,
2025-10-14,JYP,girlset,,159808.0,
2025-10-14,SM,EXO,,4456845.0,
2025-10-14,SM,Hearts2Hearts,,3426714.0,
2025-10-14,SM,NCT 127,,2544475.0,
2025-10-14,SM,NCT DREAM,,2450278.0,
2025-10-14,SM,NCT WISH,,1105713.0,
2025-10-14,SM,Red Velvet,,4807810.0,
2025-10-14,SM,SHINee,,2423256.0,
2025-10-14,SM,WayV,,1034433.0,
2025-10-14,SM,aespa,,11578328.0,
2025-10-14,YG,BABYMONSTER,,6341121.0,
2025-10-14,YG,BLACKPINK,,29084210.0,
2025-10-14,YG,TREASURE,,2454722.0,
2025-10-15,HYBE,&TEAM,,853081.0,
2025-10-15,HYBE,BOYNEXTDOOR,,2420057.0,
2025-10-15,HYBE,BTS,,25258332.0,
2025-10-15,HYBE,CORTIS,,7501086.0,
2025-10-15,HYBE,ENHYPEN,,9819394.0,
2025-10-15,HYBE,ILLIT,,10874522.0,
2025-10-15,HYBE,KATSEYE,,33118360.0,
2025-10-15,HYBE,LE SSERAFIM,,13194029.0,
2025-10-15,HYBE,NewJeans,,14015750.0,
2025-10-15,HYBE,SEVENTEEN,,6223944.0,
2025-10-15,HYBE,TXT,,6927916.0,
2025-10-15,JYP,DAY6,,2568400.0,
2025-10-15,JYP,KickFlip,,662985.0,
2025-10-15,JYP,NEXZ,,258836.0,
2025-10-15,JYP,NMIXX,,2541623.0,
2025-10-15,JYP,Stray Kids,,11427141.0,
2025-10-15,JYP,TWICE,,25108189.0,
2025-10-15,JYP,girlset,,155706.0,
2025-10-15,SM,EXO,,4455697.0,
2025-10-15,SM,Hearts2Hearts,,3433107.0,
2025-10-15,SM,NCT 127,,2541074.0,
2025-10-15,SM,NCT DREAM,,2447849.0,
2025-10-15,SM,NCT WISH,,1084709.0,
2025-10-15,SM,Red Velvet,,4809944.0,
2025-10-15,SM,SHINee,,2425321.0,
2025-10-15,SM,WayV,,1034538.0,
2025-10-15,SM,aespa,,11513448.0,
2025-10-15,YG,BABYMONSTER,,6432643.0,
2025-10-15,YG,BLACKPINK,,28971489.0,
2025-10-15,YG,TREASURE,,2438473.0,
2025-10-16,HYBE,&TEAM,,853603.0,
2025-10-16,HYBE,BOYNEXTDOOR,,2426974.0,
2025-10-16,HYBE,BTS,,25229641.0,
2025-10-16,HYBE,CORTIS,,7487010.0,
2025-10-16,HYBE,ENHYPEN,,9824103.0,
2025-10-16,HYBE,ILLIT,,10864237.0,
2025-10-16,HYBE,KATSEYE,,33113127.0,
2025-10-16,HYBE,LE SSERAFIM,,13164093.0,
2025-10-16,HYBE,NewJeans,,14030536.0,
2025-10-16,HYBE,SEVENTEEN,,6244963.0,
2025-10-16,HYBE,TXT,,6912890.0,
2025-10-16,JYP,DAY6,,2559974.0,
2025-10-16,JYP,KickFlip,,671817.0,
2025-10-16,JYP,NEXZ,,257193.0,
2025-10-16,JYP,NMIXX,,2604216.0,
2025-10-16,JYP,Stray Kids,,11398407.0,
2025-10-16,JYP,TWICE,,25143951.0,
2025-10-16,JYP,girlset,,152356.0,
2025-10-16,SM,EXO,,4453387.0,
2025-10-16,SM,Hearts2Hearts,,3436829.0,
2025-10-16,SM,NCT 127,,2539836.0,
2025-10-16,SM,NCT DREAM,,2447482.0,
2025-10-16,SM,NCT WISH,,1067857.0,
2025-10-16,SM,Red Velvet,,4806904.0,
2025-10-16,SM,SHINee,,2429505.0,
2025-10-16,SM,WayV,,1033950.0,
2025-10-16,SM,aespa,,11437086.0,
2025-10-16,YG,BABYMONSTER,,6514694.0,
2025-10-16,YG,BLACKPINK,,28856913.0,
2025-10-16,YG,TREASURE,,2422638.0,
2025-10-17,HYBE,&TEAM,,855642.0,
2025-10-17,HYBE,BOYNEXTDOOR,,2425854.0,
2025-10-17,HYBE,BTS,,25227005.0,
2025-10-17,HYBE,CORTIS,,7442610.0,
2025-10-17,HYBE,ENHYPEN,,9813052.0,
2025-10-17,HYBE,ILLIT,,10853488.0,
2025-10-17,HYBE,KATSEYE,,33070606.0,
2025-10-17,HYBE,LE SSERAFIM,,13142227.0,
2025-10-17,HYBE,NewJeans,,14040143.0,
2025-10-17,HYBE,SEVENTEEN,,6263586.0,
2025-10-17,HYBE,TXT,,6893264.0,
2025-10-17,JYP,DAY6,,2548674.0,
2025-10-17,JYP,KickFlip,,678037.0,
2025-10-17,JYP,NEXZ,,256968.0,
2025-10-17,JYP,NMIXX,,2680048.0,
2025-10-17,JYP,Stray Kids,,11373971.0,
2025-10-17,JYP,TWICE,,25188283.0,
2025-10-17,JYP,girlset,,148313.0,
2025-10-17,SM,EXO,,4452601.0,
2025-10-17,SM,Hearts2Hearts,,3443850.0,
2025-10-17,SM,NCT 127,,2534313.0,
2025-10-17,SM,NCT DREAM,,2443910.0,
2025-10-17,SM,NCT WISH,,1044940.0,
2025-10-17,SM,Red Velvet,,4810104.0,
2025-10-17,SM,SHINee,,2434491.0,
2025-10-17,SM,WayV,,1031541.0,
2025-10-17,SM,aespa,,11388725.0,
2025-10-17,YG,BABYMONSTER,,6602531.0,
2025-10-17,YG,BLACKPINK,,28725120.0,
2025-10-17,YG,TREASURE,,2407688.0,
2025-10-18,HYBE,&TEAM,,856018.0,
2025-10-18,HYBE,BOYNEXTDOOR,,2423835.0,
2025-10-18,HYBE,BTS,,25210017.0,
2025-10-18,HYBE,CORTIS,,7376502.0,
2025-10-18,HYBE,ENHYPEN,,9795845.0,
2025-10-18,HYBE,ILLIT,,10847447.0,
2025-10-18,HYBE,KATSEYE,,33053604.0,
2025-10-18,HYBE,LE SSERAFIM,,13120673.0,
2025-10-18,HYBE,NewJeans,,14059732.0,
2025-10-18,HYBE,SEVENTEEN,,6277787.0,
2025-10-18,HYBE,TXT,,6872322.0,
2025-10-18,JYP,DAY6,,2538074.0,
2025-10-18,JYP,KickFlip,,683485.0,
2025-10-18,JYP,NEXZ,,257270.0,
2025-10-18,JYP,NMIXX,,2788066.0,
2025-10-18,JYP,Stray Kids,,11338637.0,
2025-10-18,JYP,TWICE,,25251287.0,
2025-10-18,JYP,girlset,,144366.0,
2025-10-18,SM,EXO,,4444675.0,
2025-10-18,SM,Hearts2Hearts,,3448834.0,
2025-10-18,SM,NCT 127,,2528902.0,
2025-10-18,SM,NCT DREAM,,2440066.0,
2025-10-18,SM,NCT WISH,,1023473.0,
2025-10-18,SM,Red Velvet,,4817017.0,
2025-10-18,SM,SHINee,,2437562.0,
2025-10-18,SM,WayV,,1027641.0,
2025-10-18,SM,aespa,,11310812.0,
2025-10-18,YG,BABYMONSTER,,6702180.0,
2025-10-18,YG,BLACKPINK,,28666169.0,
2025-10-18,YG,TREASURE,,2389604.0,
2025-10-19,HYBE,&TEAM,,856395.0,
2025-10-19,HYBE,BOYNEXTDOOR,,2421816.0,
2025-10-19,HYBE,BTS,,25193030.0,
2025-10-19,HYBE,CORTIS,,7310395.0,
2025-10-19,HYBE,ENHYPEN,,9778639.0,
2025-10-19,HYBE,ILLIT,,10841406.0,
2025-10-19,HYBE,KATSEYE,,33036602.0,
2025-10-19,HYBE,LE SSERAFIM,,13099119.0,
2025-10-19,HYBE,NewJeans,,14079321.0,
2025-10-19,HYBE,SEVENTEEN,,6291988.0,
2025-10-19,HYBE,TXT,,6851380.0,
2025-10-19,JYP,DAY6,,2527475.0,
2025-10-19,JYP,KickFlip,,688934.0,
2025-10-19,JYP,NEXZ,,257573.0,
2025-10-19,JYP,NMIXX,,2896085.0,
2025-10-19,JYP,Stray Kids,,11303303.0,
2025-10-19,JYP,TWICE,,25314292.0,
2025-10-19,JYP,girlset,,140419.0,
2025-10-19,SM,EXO,,4436749.0,
2025-10-19,SM,Hearts2Hearts,,3453819.0,
2025-10-19,SM,NCT 127,,2523492.0,
2025-10-19,SM,NCT DREAM,,2436223.0,
2025-10-19,SM,NCT WISH,,1002006.0,
2025-10-19,SM,Red Velvet,,4823931.0,
2025-10-19,SM,SHINee,,2440634.0,
2025-10-19,SM,WayV,,1023741.0,
2025-10-19,SM,aespa,,11232900.0,
2025-10-19,YG,BABYMONSTER,,6801830.0,
2025-10-19,YG,BLACKPINK,,28607219.0,
2025-10-19,YG,TREASURE,,2371521.0,
2025-10-20,BP,ROSE,,34797868.0,
